song_name,genre,target_mood,uri
Anything Goes,Underground Rap,Energized,spotify:track:4ijoZsRr3IIGo8d8ZYOL2R
D4L,Underground Rap,Energized,spotify:track:5fHrHoJKfCgBd35zwIBmUK
BYGPW (Colors),Underground Rap,Energized,spotify:track:2vhwfg6YqfWJNNsx7m9oWX
Lions & Eagles (feat. Meek Mill),Underground Rap,Energized,spotify:track:2jZx9wy7JVYYF2Yxe6fUNl
Deep End Freestyle,Underground Rap,Calm,spotify:track:2AlYncTpVHKwHb55F9lF6O
Tongue Tied,Underground Rap,Happy,spotify:track:0GO8y8jQk1PkHzS31d699N
Pneumonia,Underground Rap,Energized,spotify:track:0te3fdrFn8XPS5nHXn5EKi
Bouncin,Underground Rap,Calm,spotify:track:6jQyNOlHsmuLFwOV5r3xRb
Fuck Relationships,Underground Rap,Calm,spotify:track:6penwBONUR0FZojZJwRfRj
Bruce Wayne,Underground Rap,Energized,spotify:track:7iWWZMN6HLd7YYw9MbzIuw
Flex,Underground Rap,Calm,spotify:track:2xyBvir9n474qfsOkxXMgx
PICTURE PERFECT,Underground Rap,Energized,spotify:track:1Y30iCHEV2npSeAAUJsF0Z
Hey Mister (feat. Ski Mask The Slump God),Underground Rap,Calm,spotify:track:7iWrFAkeGeyK66RaYkJoNy
Martyrdom,Underground Rap,Calm,spotify:track:7L70aE6BrPwqiTiZi4yG8L
I'm Good,Underground Rap,Calm,spotify:track:6d976jKBtF6wvOI4GyFR5k
Dumb Boy,Underground Rap,Calm,spotify:track:2YkOpi22nrGAspbEBX5aU8
Hotboy,Underground Rap,Calm,spotify:track:0PG1SS6oXYSigmlrozEIlf
I Got It,Underground Rap,Energized,spotify:track:29iIcahce6wX0IbLnKgQyu
'97 Leo 2,Underground Rap,Energized,spotify:track:58izXQeRORbHq7PyMhyYzz
"One More Round (feat. Meechy Darko, Erick The Architect & Nyck Caution)",Underground Rap,Energized,spotify:track:4URGmQkQ2Gy0axfCO3PPaO
Museums,Underground Rap,Calm,spotify:track:4zUfhFkTcRed5WaZRnqAF8
Blow My High,Underground Rap,Calm,spotify:track:4x5yw3r4bLOUokkxQFkTRs
Sk8board P,Underground Rap,Energized,spotify:track:71SbmXsy5H0bqxJAVBcfsG
DARKIE STILL CANNOT RAP,Underground Rap,Happy,spotify:track:2ITg4YCRsPuP3Nc0eUX2Bn
Madeleine,Underground Rap,Energized,spotify:track:59tc0lKbVbQcOHDjK5ZH9Q
Knock It Off,Underground Rap,Calm,spotify:track:73pec30wWsPBHeFJU6UK0A
Had Enough,Underground Rap,Calm,spotify:track:62TZUYxnxtuQxERXiqh9a4
Perkys,Underground Rap,Energized,spotify:track:2qBl6nPXhJMTN7A5R9KvqM
Intoxicated,Underground Rap,Calm,spotify:track:0aFL1qhMRuC7mvKaeYds9P
Like Us,Underground Rap,Energized,spotify:track:5b2kpSZhq7Z1cHzsJ8kKU6
Perc Popper,Underground Rap,Calm,spotify:track:6EeMWRDPBFpboU5DjA7Jrl
Stuntin' On You (feat. DaBaby),Underground Rap,Energized,spotify:track:341lTIxmhybbQsgydwJiFx
Straight Out The Lot,Underground Rap,Energized,spotify:track:6jMqEeFt6pAu8BgocNsF6z
HURTWORLD '99,Underground Rap,Happy,spotify:track:3lWYCU3FiDFlp6xPXyr1Hg
Don't Be Mad At Me - Remix,Underground Rap,Calm,spotify:track:5BG9s0tpkw5ZPDsfhVzwRz
KeepTellingYourselfThat,Underground Rap,Calm,spotify:track:2MEjfJUnhK2rC4G3EFAioJ
Mask & da Glock,Underground Rap,Energized,spotify:track:1rlqz5zzWAoPvJnhXoHZG2
Last Claim,Underground Rap,Happy,spotify:track:6JnMOIZw4vOcjKXktojhHo
Porsches In The Rain,Underground Rap,Energized,spotify:track:0WMgVB4OEm5JEj08lBtBgf
Perfect,Underground Rap,Calm,spotify:track:1JmEymqQwLXvCg3sJ7gz0n
TELL ME WHY,Underground Rap,Energized,spotify:track:27BBfeJZBFlZ60Sgx7iOgL
Rip N Runnin' (feat. Big4Keezy),Underground Rap,Energized,spotify:track:1I0oMmu4M1OtZs49OPQgWT
Feel It,Underground Rap,Energized,spotify:track:31jakwR10bxFLDzjbardtX
Fade Away,Underground Rap,Calm,spotify:track:32ypPhtgTaETvFn3ZIHXTW
Opp Town,Underground Rap,Energized,spotify:track:7zZ6lGrn6T7ZTzuWuJrIvP
Runnin With,Underground Rap,Energized,spotify:track:0uEuGO0jp4VrCmVgotvC6v
POPSTAR (feat. Drake),Underground Rap,Energized,spotify:track:6EDO9iiTtwNv6waLwa1UUq
gone girl,Underground Rap,Energized,spotify:track:6G0FACzGN80Dj2v4ass5rq
make up,Underground Rap,Energized,spotify:track:1uxDHAH3cPPg5tmzcoDAIH
Tear Drops,Underground Rap,Calm,spotify:track:6Eebx1HXVJGjfMsTLAlqL1
Mansion,Underground Rap,Calm,spotify:track:7yWPBTrbUO3VmIsD6hLhGf
Staccato,Underground Rap,Energized,spotify:track:3DqFP5KDbNeOWLxiDJqJRk
Zero,Underground Rap,Energized,spotify:track:5uDiZgnrykKV62VNBN1f3q
JOKER,Underground Rap,Energized,spotify:track:0HkoTr9t0f6MeqGoUS3E3e
Stupid Again,Underground Rap,Energized,spotify:track:1fPnUpoXCpD2NDI4vPVeLw
Aerial Assault 2,Underground Rap,Energized,spotify:track:4Fu6WXqr8cr6iYF2WGy5UN
Dome Cum,Underground Rap,Happy,spotify:track:2UzIX9J5ejSBSaSrHy7ZLD
ART OF WAR,Underground Rap,Happy,spotify:track:7rF9gC2kN7443gBtH5vnu8
Dior - Bonus,Underground Rap,Energized,spotify:track:6PnTgx9lyvLGIcPnroCvc2
Only You Freestyle,Underground Rap,Energized,spotify:track:4OENnoidV0h8gJV6bhrw7r
18HUNNA (feat. Dave),Underground Rap,Calm,spotify:track:2tC6dm3WkOKYcgS2nZybmg
Paper Cuts,Underground Rap,Energized,spotify:track:1gFMfqyVSXHMgvRloH2gDL
Dark Souls,Underground Rap,Energized,spotify:track:4CaMLxXA9h5t3eLIkTfX8z
Remember Us?,Underground Rap,Energized,spotify:track:1anj6S4ekaEXR0GktNe9wr
Sailor Moon,Underground Rap,Calm,spotify:track:4a7pHqkM05VQj1ZH5onbHx
Sold My Soul To Satan Waiting In Line At The Mall,Underground Rap,Calm,spotify:track:50YaOC0f0CDVxCR7tJXdAR
Crystal City,Underground Rap,Energized,spotify:track:6Yqzw3U3RYFtIu9YnI1Ugj
Biscuit Mixer,Underground Rap,Energized,spotify:track:6JLIPNGDDMLM45QLUsvRCo
Malebranche,Underground Rap,Energized,spotify:track:4Bew3UNPskRWlQ7gcZIlke
Silly Watch,Underground Rap,Energized,spotify:track:5egD7A5x9AHdVO2fMo3Wbo
"Aw, Pobrecito",Underground Rap,Happy,spotify:track:266TY8BYT7hulnUFcAyaGN
Quagmire,Underground Rap,Energized,spotify:track:7Fk9noxQqgjA0JuZoAcz5G
Scared of Death,Underground Rap,Calm,spotify:track:0sV2q9kgdJJePMAsnVS8o5
WHO?,Underground Rap,Energized,spotify:track:4fJ1Ualvf2Uw1qSQSoMImf
Burn,Underground Rap,Energized,spotify:track:3bqzepuxF12U92G5Gn0m8J
Loogie,Underground Rap,Energized,spotify:track:6SC6Jcy9nGkExQXozxmgPq
Headlock (feat. Offset),Underground Rap,Energized,spotify:track:1IruBrVHO0XS9SfXGoYBXn
DeathPunch,Underground Rap,Happy,spotify:track:0L3KTdcdKyugN5j7hB3yj4
Fuckthepopulation,Underground Rap,Calm,spotify:track:3gO8Oe6hXkTDimmYfkXpp8
Excalibur,Underground Rap,Energized,spotify:track:6Pf25fW9h7c34gfpWKDoGc
LVL,Underground Rap,Calm,spotify:track:787rCZF9i4L1cXGMkdyIk4
Carrie,Underground Rap,Happy,spotify:track:6Il7Pm1IPBfqsyCxhQqc2V
Webcam Gang,Underground Rap,Calm,spotify:track:3LD8us71CB4NMZixyGnXmA
Riches,Underground Rap,Calm,spotify:track:2CHPFpdCGF5wYPzy4dIp5K
Oni over Rice,Underground Rap,Energized,spotify:track:64xNlExPnjgg8GYPqQnzbW
EmptySpace,Underground Rap,Calm,spotify:track:1e2U2mOdir61vzN7Jp9wOL
Homesick,Underground Rap,Calm,spotify:track:1STP0gM2UYxoyGMR0yFUP6
Every Fucking Pill in the World (feat. UnoTheActivist),Underground Rap,Energized,spotify:track:6v5NguMogfcgMHn75dOSf0
Cold World,Underground Rap,Calm,spotify:track:2v4TT618J9TLe6hmLwUTXj
I Dare,Underground Rap,Calm,spotify:track:6WBT6edeYN0E7LS75CPzF2
Envy Me,Underground Rap,Calm,spotify:track:7rvyVWja33WG9R97oeJAjx
"Hollup (feat. Moneybagg Yo, Tay Keith)",Underground Rap,Energized,spotify:track:165rydBPso531qYTJmDDsh
03' Adolescence,Underground Rap,Happy,spotify:track:4txn9qnwK3ILQqv5oq2mO3
Water,Underground Rap,Calm,spotify:track:6HEIBHUirx1J0JkUD24szt
• Tales,Underground Rap,Energized,spotify:track:3Tr4G2UOXlKkSq6NI3OJaz
PRINCESS,Underground Rap,Calm,spotify:track:0QaPDP0caifIAFegZb4aqd
223's (feat. 9lokknine),Underground Rap,Energized,spotify:track:4sjiIpEv617LDXaidKioOI
Violation,Underground Rap,Energized,spotify:track:4uPTDRrLSPlf5fX8PEIV0U
They Don't Know,Underground Rap,Energized,spotify:track:1MYnkPucx7KJeVZdtGMTO7
Better Days,Underground Rap,Energized,spotify:track:2B5AmpHtw8orahEeuZUJg2
They Don’t Know,Underground Rap,Energized,spotify:track:0X2uN9YykZstJHMFPfyf3Z
I Like Being,Underground Rap,Calm,spotify:track:1t3hLzPZV1BBl9BoQXPHVg
Fuck That Shit!,Underground Rap,Energized,spotify:track:2SH5vCx96pXHVM4QWYBI3z
Train Love,Underground Rap,Energized,spotify:track:4dyqjATpeX4aSqf1uW3Vkr
Mozambique Drill,Underground Rap,Calm,spotify:track:1npAOCsqbB618Zz4jOQxZL
ROOTED,Underground Rap,Energized,spotify:track:6v70Cm2Rwh3mWCn7HAwZ6T
nothingleftnothingleft ($UICIDEBOY$ X TRAVIS BARKER),Underground Rap,Happy,spotify:track:3QzNJOH7CDUITrjR2XVSqN
Hold Me Down,Underground Rap,Energized,spotify:track:2AEUXQ1M4tI4mfen8vHV5k
Cruel Intentions,Underground Rap,Energized,spotify:track:1ZZ7uKV0hrObw31mVLACmo
Let 'Em Burn,Underground Rap,Energized,spotify:track:2mCo9r2zwkbjTUlFUpCpns
FACEPLANT,Underground Rap,Happy,spotify:track:3Mns4Bp3YcGlXGTuGmd0Qd
Murder Scene (feat. Lil Durk),Underground Rap,Calm,spotify:track:7ob1oCXJwbXuhyCeX21RPZ
Grapevine (feat. Trilliano),Underground Rap,Energized,spotify:track:1TAdu3q31r2gNT5eLUktex
Hello,Underground Rap,Calm,spotify:track:2YVJ1KUr5nP66dmxT8yswB
"The Relay (feat. Ralfy the Plug, Offset Jim, G2 & Murdock)",Underground Rap,Calm,spotify:track:0GkJu3lynvL3ndduErQXOn
A2Z,Underground Rap,Calm,spotify:track:7oFnyYm3SIqDJCAYAA1oZI
BlowAbag,Underground Rap,Calm,spotify:track:4CVROaQL8mjERXcSQwShTW
What's Next,Underground Rap,Calm,spotify:track:4yDqT64kenJiIku2myr0kU
Laps,Underground Rap,Calm,spotify:track:00p85inzGeXRXgqDVn7Ftq
3 Way,Underground Rap,Calm,spotify:track:70XjvRgmweWUdBHLwGJKUK
The London (feat. J. Cole & Travis Scott),Underground Rap,Energized,spotify:track:7DcvwMAiqKJQD1rrdfxSDx
Special (feat. Offset and Solo Lucci),Underground Rap,Energized,spotify:track:1DAl49mec3YC7a3Yc86Gz2
No Features (feat. Kodak Black),Underground Rap,Energized,spotify:track:6KiuvDMb9NYZbLNsCACSTP
Know What's Happenin,Underground Rap,Energized,spotify:track:3JCxZ5t91ZzOGeiLwVWhaY
Trap Baby,Underground Rap,Energized,spotify:track:1sPZt3bydlvvvbnJCWMxRg
Run It Up,Underground Rap,Calm,spotify:track:0cqnirJciYMLa3nNacRFjF
"Do Not Disturb (feat. Kamaiyah, G-Eazy)",Underground Rap,Energized,spotify:track:0nCjciaA68cHNBRA1C8GXN
Dark Place,Underground Rap,Calm,spotify:track:6RIe8KbX9YMO9hFSuowqII
You Never,Underground Rap,Calm,spotify:track:05v5sjiNvIjILRKSJy8xph
Zoom,Underground Rap,Calm,spotify:track:60sHu6CKksg8ua4jktvxw8
Thuggin' Under GOD,Underground Rap,Energized,spotify:track:5yvbUaOycTKJIPLsBsJjBP
Breakdown (feat. Mac P Dawg),Underground Rap,Energized,spotify:track:52iXpkU3eRuKPqls4D07kt
Gnarly,Underground Rap,Energized,spotify:track:2wV9a6E4x3yAUBZB1A785K
Jerk,Underground Rap,Happy,spotify:track:065bY5WrLvI3NN9VCK0QLe
Relic,Underground Rap,Calm,spotify:track:5nfmvScqDfDmjeR9K0Kx4q
Ready 4 War,Underground Rap,Calm,spotify:track:2zgxE6js0jw0zlDaG5okr2
Baguetti (with JID & Kenny Beats),Underground Rap,Calm,spotify:track:3DcL8FXLA9iKwqnyj9POLt
Really Don't Get It,Underground Rap,Calm,spotify:track:7jYy4aawjf5WIDXuIeUtOm
From the Crypt,Underground Rap,Happy,spotify:track:0g9bXXgF1iEYFclJ3HGBbG
Lipstick,Underground Rap,Energized,spotify:track:4EL9jlxVhcgrHaLO5qxYyl
KILLER,Underground Rap,Happy,spotify:track:6AtWeFhlJUSzhl6tnYIkJ8
Run Boy Run!,Underground Rap,Energized,spotify:track:1e48ZOCRRhgY0n5aMbxXcS
5 Hooks,Underground Rap,Happy,spotify:track:7ikkUWdCqtyEGgSPyVxePq
P-R-E-Y,Underground Rap,Energized,spotify:track:18JGzW0dh4XnHAAUtOvsqH
Bakugo!,Underground Rap,Energized,spotify:track:2IvdQFwO9U9EAMJGwEvOcK
Invade,Underground Rap,Energized,spotify:track:5IXnwSHnmPUHsY9hqJW8aK
Murder Yxurself,Underground Rap,Happy,spotify:track:3rO6nOb51f5SgFu7qIiZjw
Amen,Underground Rap,Energized,spotify:track:7JcQlgYb0bewNr7autv7gm
White Lies+++,Underground Rap,Happy,spotify:track:3DxJG91MgmLC4UADvQZwUo
Muramasa,Underground Rap,Calm,spotify:track:02omfA4OgSJosjaowWICig
Moving On,Underground Rap,Energized,spotify:track:1mo6pWcIXljy3y1Kju5JWG
The Woo (feat. 50 Cent & Roddy Ricch),Underground Rap,Happy,spotify:track:1H7KnK26kc1YyellpbINEn
PICK UP (feat. Quavo),Underground Rap,Energized,spotify:track:5gNOINI5dXZVom2b36LMOd
Said Sum,Underground Rap,Energized,spotify:track:45npF3MKvCa1sO7s4y7qBf
GP4,Underground Rap,Energized,spotify:track:1OmmCrliFMIWzNke437KHE
Money Now (feat. Tyga & Johnny Yukon),Underground Rap,Energized,spotify:track:2P88a8aJtNJtlZBJhCCzOB
Cemetery Blunts,Underground Rap,Calm,spotify:track:0yOw6nJkFK1KPZLILWHQuv
01000110 01000110 01000001 00100001,Underground Rap,Calm,spotify:track:2LXJH0vheCIWDJ6Qtj61KY
Baja,Underground Rap,Calm,spotify:track:5g3QWAPX4IVk1jucqsggQI
Taking a Risk,Underground Rap,Energized,spotify:track:0A4GRc58nqokbE03xpo6yX
Flodgin',Underground Rap,Energized,spotify:track:0ExorB4RyxfYZU9ERb4b6v
Soul Food II,Underground Rap,Happy,spotify:track:7e0nXDIIa6hFqI4HmuanLP
lethal inject,Underground Rap,Energized,spotify:track:38nSiz0Q0gfnu4SVIu1cnE
TheNoiseInsideMyHead,Underground Rap,Calm,spotify:track:4r3FxrZDfDqaGqeHdhSluA
2 Cups,Underground Rap,Calm,spotify:track:7sLY177pQEfGHkdY3Ectnx
Backwards (feat. Meek Mill),Underground Rap,Energized,spotify:track:4Aw3DJWMTGXVgAdAzAAI02
Open Mic\\Aquarius III,Underground Rap,Energized,spotify:track:4L6QpiLxCLok9wZfFIdiqF
iSpy (feat. Kodak Black),Underground Rap,Energized,spotify:track:3CLd7BfvgsBwBUI8kwFLU6
Drip Walking,Underground Rap,Energized,spotify:track:7CuZGu4eVCPrVYZM4WQi0z
Kill Kill,Underground Rap,Energized,spotify:track:00BVCwOFPMVboVah2vxgQj
Who Are You?,Underground Rap,Energized,spotify:track:3rapfWJHWhCzV1773Wya1u
100 Shots,Underground Rap,Energized,spotify:track:3TXy6nchgKeYlVwOKNk9lE
Perfect,Underground Rap,Energized,spotify:track:5jbDih9bLGmI8ycUKkN5XA
Mood (feat. iann dior),Underground Rap,Energized,spotify:track:3tjFYV6RSFtuktYl3ZtYcq
How We Do It (feat. Wiz Khalifa),Underground Rap,Energized,spotify:track:5ZFZRz1zPgYFxJK1yuAzbK
Couped Out (feat. Fivio Foreign),Underground Rap,Energized,spotify:track:0Zc86nmtzsx3Tlzv7sC8Pc
Respect My Cryppin’ (Remix),Underground Rap,Calm,spotify:track:3PDbTEFp7A7u4oUztl5Bt4
No Pressure Intro,Underground Rap,Energized,spotify:track:41hwbZ1yF705MxJ7H9bwEu
Burn The Hoods,Underground Rap,Energized,spotify:track:34PhB0kHT00utubP3aTau8
man i is,Underground Rap,Energized,spotify:track:0ERnYArznxdTBEIj1VSta8
G2G,Underground Rap,Energized,spotify:track:3vObT2GY044jRJabu6k9FU
Pac-Man (feat. ScHoolboy Q),Underground Rap,Energized,spotify:track:6Lk8F6XEcDiwdzBydiXJcy
Difficult,Underground Rap,Energized,spotify:track:5712GbGUZYvWjMGx1ACJu4
NEIGHBORHOOD SUPPLIER (feat. Stunna 4 Vegas),Underground Rap,Energized,spotify:track:1vOZHRN8bKUbUesiAhnTkk
Devil Just Trying to Be Seen,Underground Rap,Energized,spotify:track:0nw55ORlniqVxPQ0pLcmOQ
Picture Perfect,Underground Rap,Calm,spotify:track:61TCKEklCTth7JWeVakx8D
DadBod,Underground Rap,Calm,spotify:track:2Wf2u3sZ8rR1sdiBuSbeR0
Lion King On Ice,Underground Rap,Energized,spotify:track:1ZvBVbsaNqHEP6ymXaPGlj
WRONG (feat. Lil Mosey),Underground Rap,Happy,spotify:track:1EWkw4Fa6IlnsAihLUlFFM
Entanglements,Underground Rap,Energized,spotify:track:6TFGUXmdBVux66s5BgEvd0
Ruff Rydas - From Road To Fast 9 Mixtape,Underground Rap,Calm,spotify:track:5uFtpU4N0h1YhYw8n5TGI5
Don't Wanna Do It,Underground Rap,Happy,spotify:track:6jUrIMUXgiyxmf6WIyOnco
PS (Pants Sag),Underground Rap,Energized,spotify:track:75FkbFHDtuRBbfBVDIi76t
No Hook (feat. Benny the Butcher),Underground Rap,Energized,spotify:track:6038PsitaFpf3pIJxRMeTX
RELENTLESS (feat. Lil Uzi Vert),Underground Rap,Energized,spotify:track:6nDSLDomNqfet6w0r1GHAz
6locc 6a6y (feat. NLE Choppa) - Remix,Underground Rap,Energized,spotify:track:60eZwR3BMCP2yVkUBsD69O
Mood Swings,Underground Rap,Energized,spotify:track:2xE16muNCmhZwSOv3i1d1H
Homicide (feat. Eminem),Underground Rap,Energized,spotify:track:2MuMD298IpYqKF367wegUd
Do It Myself,Underground Rap,Energized,spotify:track:5mB1bWU8VueYVxuvcLPn2B
No Smoke,Underground Rap,Energized,spotify:track:1loe1v8DHSJoFFWyq5Xym4
Check (feat. $uicideBoy$),Underground Rap,Happy,spotify:track:6phdsm8rim6xk1HKdptPQP
"Anna (feat. J.K. The Reaper, Butch Dawson & Bukkweat Bill)",Underground Rap,Calm,spotify:track:7g1WErhRhYNP19gf9jDtIG
Me & Gang,Underground Rap,Energized,spotify:track:348wkcIlB0t5RohASSDalx
STONE COLD,Underground Rap,Energized,spotify:track:3kgXFnFeUlzBdd9qYC1Io0
Area 51,Underground Rap,Happy,spotify:track:68uqarZM6v1NNn16Fe3gXU
Elimination,Underground Rap,Calm,spotify:track:5wPhznwiMGc1tUojiEkAkG
Backwoods,Underground Rap,Energized,spotify:track:0rlhdbYznCgRLvYAyukyWO
Taking It Out,Underground Rap,Energized,spotify:track:6B4KWBeFdHrpVezjTqggWr
Dead Friends,Underground Rap,Calm,spotify:track:0lZ3yLWp2pAWExImZVSGJ3
Rubbin off the Paint,Underground Rap,Energized,spotify:track:1QRJb5VY3sIkCKcTuIKCrk
Did It,Underground Rap,Energized,spotify:track:6bRWVymynuhmr8kcpA5SCo
Battle Cry,Underground Rap,Calm,spotify:track:7caP3UAf8ZtIMVpWfEIA4H
Statute Of Limitations,Underground Rap,Energized,spotify:track:7xyiNzgTaaohnXHjKO4TXp
Demon Slayer,Underground Rap,Energized,spotify:track:5tUrvFYvsaDDtxJu0eVpAK
fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],Underground Rap,Energized,spotify:track:2xKQj6P0TgxBVaRiojP2s2
"Left, Right",Underground Rap,Energized,spotify:track:5lqWTqRHewUqyUclsfj0xG
"Let Em Have It (feat. DaBoii, Yhung T.O., Slimmy B & Shoreline Mafia)",Underground Rap,Energized,spotify:track:5Aq81B87P7XVqNFvveuxjy
Green Light,Underground Rap,Energized,spotify:track:3PPMgxFxHslb4Zq5TxPTY8
Intro (feat. 1takejay),Underground Rap,Calm,spotify:track:5367lywm1ux2wROgM16U4l
Did It Again,Underground Rap,Calm,spotify:track:01Qb6dN5suQNu87VJ1mIpf
Bet (feat. Skepta & Michael Phantom),Underground Rap,Energized,spotify:track:3JrYkRVUNq5QLUgVJMCLYz
One Two,Underground Rap,Energized,spotify:track:4vZOoSFplBM0WqRrxnehgG
No Shopping,Underground Rap,Calm,spotify:track:4jmKT5RAagCQ5Rk0evYLxH
Slide In,Underground Rap,Energized,spotify:track:1RHl6Zjzbf9HNNnAGHT1lH
Steppas,Underground Rap,Energized,spotify:track:605wfLbkNDPGVpJbGBzmaA
Go Up (feat. Roddy Ricch),Underground Rap,Energized,spotify:track:0cMPXkjXXkMqokO9LIFPFn
100 Shells (feat. YNW Melly),Underground Rap,Calm,spotify:track:5I6KerEUkIIuCyU7oLEiTO
"Thot Box (feat. Meek Mill, 2 Chainz, YBN Nahmir, A Boogie Wit da Hoodie & Tyga)",Underground Rap,Energized,spotify:track:7BpRvsDdzfsma8382uO55A
Dont Trust Em,Underground Rap,Energized,spotify:track:1unCwHE1NahmHXdQlmKeBQ
Gang Shit No Lame Shit,Underground Rap,Energized,spotify:track:6gbiTbclnHlmSIPfmF2zEc
21,Underground Rap,Energized,spotify:track:3480NGhRuKeuCKSbfySVvh
There He Go,Underground Rap,Energized,spotify:track:6canmpFnLHVUzvVWAodifz
I Don't Need No Help,Underground Rap,Energized,spotify:track:63wj9nAxfTgNSOh4szh24w
Hardaway,Underground Rap,Energized,spotify:track:25qhnRgAcImQWfaswqRkwN
Tricky,Underground Rap,Calm,spotify:track:6dX5y0Wa8W83qDBymeia8n
Versatile,Underground Rap,Energized,spotify:track:0puKS9mGfltVLx23BGyfmi
Doubt It,Underground Rap,Energized,spotify:track:0c6DDLA4rsGGNXWZM5oZdS
Prettyleaf,Underground Rap,Calm,spotify:track:4YQlPybLC9BM42AHQdFPSs
Match Hunters (feat. Madeintyo),Underground Rap,Calm,spotify:track:3AMTGul9vVdb08KK6LyhLr
TakeCover,Underground Rap,Calm,spotify:track:0y7qG7TJOjPaujddnfAwof
Fie Bars,Underground Rap,Energized,spotify:track:0pZxmolVGDbqcDqMT5koA9
Tony Hawk Pro Skater 4,Underground Rap,Energized,spotify:track:0tJE60wnZvubqCumePFI2n
Road Rage (feat. Guap Tarantino),Underground Rap,Calm,spotify:track:6el6N59nw1RytbaB16TKZl
If I Tell You,Underground Rap,Happy,spotify:track:0dQO6DOVHvrfl7DQwO97RE
Beef,Underground Rap,Energized,spotify:track:01MnJO1gfqVGACFAWMXNPU
Chill Bill (feat. J. Davi$ & Spooks),Underground Rap,Energized,spotify:track:5uDASfU19gDxSjW8cnCaBp
Donald Trump,Underground Rap,Energized,spotify:track:5oMkgWZqmKjaJHrsXcsZZy
2 Step,Underground Rap,Calm,spotify:track:5KRodDC46zAvduTMh8E1sO
Drumn,Underground Rap,Energized,spotify:track:41AVX8SLPYHGiQJz16mqMh
Percs in My Pina Colada,Underground Rap,Energized,spotify:track:589CTtqRvaABloYjrckh6w
Skinned Creature,Underground Rap,Energized,spotify:track:3S41HYesl4QpSAK4QhjcR2
VOLT,Underground Rap,Energized,spotify:track:4yCXpXWgxGhv36Q39CgQCp
SHOTSFIRED,Underground Rap,Energized,spotify:track:6uiJzlBAF9ZKv5aFEEANnn
Sticks & Stones,Underground Rap,Happy,spotify:track:5QldoBKzOnG49maECTQpH0
Blow,Underground Rap,Energized,spotify:track:1GhfXfx3OiLrofA2MWccz8
SlaughterHouse,Underground Rap,Happy,spotify:track:2sjWkhPliYXDs3GwK5cdMp
Red Dot,Underground Rap,Calm,spotify:track:5VcTqxUTidpPI8W4JJJffP
Can't Want That,Underground Rap,Energized,spotify:track:79OzhcDgNulGiBKnKY4nAe
Swerve,Underground Rap,Energized,spotify:track:0u6XTfO6mgz3QeeujuBE6l
Bone Marrow,Underground Rap,Calm,spotify:track:0hXPaU2f2GSKF6qzm8K6ne
Resist Yxu Die,Underground Rap,Energized,spotify:track:0Tt0VJ3fnSV52GtQDHzV7L
Jesus Is The One (I Got Depression),Underground Rap,Calm,spotify:track:1YR9iNGXtsbrd8deR9ULDD
Pain Pulse & Energy,Underground Rap,Happy,spotify:track:18gJljHwN1pHOy8bYeChHC
Sad Summer,Underground Rap,Calm,spotify:track:3ZFlYup9aPmnBHqi3EvvpQ
Children of the Corn,Underground Rap,Energized,spotify:track:0VYT9CSqq6TumKLHdSFzV8
De$troy,Underground Rap,Happy,spotify:track:4WSY58KftsvQ3xLHwtsnj2
Snort Cocaine for Jesus,Underground Rap,Happy,spotify:track:2xJxJEo5Bmw6K37ZqPrwXC
Hxly Ghx$t,Underground Rap,Energized,spotify:track:3ffgmvDQBz1QhUkVRCLLNh
Man Down,Underground Rap,Happy,spotify:track:4VIpr7JZaZciJG4jPCTHAK
Carnivore X,Underground Rap,Energized,spotify:track:2HQ0GIvcX2NHBFPZfMPYS9
Overload,Underground Rap,Energized,spotify:track:3lv3UdUCi6wf5wuNqHevxU
D.F.W.N.B,Underground Rap,Happy,spotify:track:0Oe06Yq0wa0pe2GnOzSvxa
The Mystical Warlock,Underground Rap,Energized,spotify:track:1EYsqjfovL0IMRayjjIB0q
XMG,Underground Rap,Energized,spotify:track:76eGICpEMWuAZe3vMCxGXm
He Lives Through Me,Underground Rap,Calm,spotify:track:6Gu2WO3NWONSckkTV3pvJb
Vengeance,Underground Rap,Happy,spotify:track:2XLdbJRfl2UHHzIurEFgAA
BLACK CHERRY,Underground Rap,Energized,spotify:track:1fPLZIVHijo5bBaAbbtxPI
Darth Vader,Underground Rap,Energized,spotify:track:1lAfjrPWpVKQTOX6JoqDVv
WOAH,Underground Rap,Energized,spotify:track:6NbXo0WISk3SWBho5bAu8U
00007,Underground Rap,Energized,spotify:track:37LJdAh8271sSRFkGm7QVK
Rukus,Underground Rap,Happy,spotify:track:0vXBObhGFYhTSIMpuoXm3p
North Memphis,Underground Rap,Energized,spotify:track:3UoRLUFPhTSYqhbqSdlf1U
MOP,Underground Rap,Energized,spotify:track:7LCe5qMTozrYJIizGmR4Vj
Johnny Cash,Underground Rap,Happy,spotify:track:0oqMBe7dyOKx20e30segWX
I'm GoD,Underground Rap,Energized,spotify:track:142T29VRt68ZWZDnstonkC
When It's All Gone,Underground Rap,Energized,spotify:track:33ugC5L44yRoQNtupaKFJs
I'm a Captain Not a Lover,Underground Rap,Calm,spotify:track:4pcqfnVVPweVcKdOSrkEor
WHO?,Underground Rap,Energized,spotify:track:4yOV7WSzAJ2rzT4tTLbzXO
Sunshine,Underground Rap,Energized,spotify:track:6UIebetubMSW1SB74VabKk
