song_name,genre,target_mood,uri
435,Hiphop,Energized,spotify:track:5xJeZ6tLPOXNIrrphEIuay
Feel The Love,Hiphop,Energized,spotify:track:3aUFrxO1B8EW63QchEl3wX
4th Dimension,Hiphop,Energized,spotify:track:6JyEh4kl9DLwmSAoNDRn5b
Reborn,Hiphop,Calm,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
Cudi Montage,Hiphop,Calm,spotify:track:4kUZvXB3LC3an3HX6h0s17
OSOM (feat. J. Cole),Hiphop,Calm,spotify:track:7ywpvpQnbaFMBXXh47GS8N
Adam and Eve,Hiphop,Happy,spotify:track:0BSPhsCKfwENstErymcD80
White Label,Hiphop,Calm,spotify:track:5JoUwqXt9IPLbiJ6pXwarL
Ned Flanders (feat. A$AP Ferg),Hiphop,Energized,spotify:track:6f5i916F3jU6BhOOD7iGqf
Audi.,Hiphop,Calm,spotify:track:4ILPeQqo6Xx4ZOFlreeQNU
Myself,Hiphop,Calm,spotify:track:2zQNWn8dWZytgxS68YZXuH
RUN,Hiphop,Calm,spotify:track:3ZU5CGbcoCygVuWYDyjIHq
Infatuated,Hiphop,Energized,spotify:track:2ZlF11sUKr63VjIvFNmUzQ
Dark Out ft. AzN (prod. Drago),Hiphop,Calm,spotify:track:2yTRATSaF7hsstbQp8QKfC
GHOST,Hiphop,Energized,spotify:track:5BDFxKEZ4HBHcIiv08MWWR
TATI,Hiphop,Energized,spotify:track:6kp0inxIexxSiDJfWqq0ZL
Superstar (feat. Matthew Santos),Hiphop,Happy,spotify:track:7dltD9eEX7X1zk8JJ9BS0e
Best I Ever Had,Hiphop,Happy,spotify:track:6cmV9y1PdQHjHiVtziGaon
All That Glitters (feat. Mudi),Hiphop,Energized,spotify:track:7n705blCy1TOu15cL95oxp
Don’t Matter To Me,Hiphop,Calm,spotify:track:36ONiya0OANYknz0GgJmwB
Passionfruit,Hiphop,Calm,spotify:track:7hDc8b7IXETo14hHIHdnhd
Make Your Move,Hiphop,Calm,spotify:track:1265N14L1xyzKNr5XZzuTP
Legends,Hiphop,Happy,spotify:track:1Knctxx9vGZxpZfF66BIEa
London (feat. EO),Hiphop,Energized,spotify:track:0lstGz2advSx5VqY8olvzt
1999 WILDFIRE,Hiphop,Energized,spotify:track:1t4pPnbkOjzoA5RvsDjvUU
TEETH,Hiphop,Calm,spotify:track:4x3gJSZ2CeyGW9I8X7DtAs
Butterflies (feat. Not3s),Hiphop,Energized,spotify:track:6DMXPshekQJR7uOMj0103y
Faust Road,Hiphop,Energized,spotify:track:5UKBzOkvmdAUYLZBEb5TGB
Inconsiderate,Hiphop,Calm,spotify:track:3JOOLOLLZZC8oIdlResRJA
T N Biscuits,Hiphop,Energized,spotify:track:3V27zeUViZ2uho4ksZzeAL
Coldeine,Hiphop,Calm,spotify:track:5e6dDCD42p7ADF2TFBbK0d
Creepin n Lurkin,Hiphop,Happy,spotify:track:0a7dm5jcVp3j0sQeq6GYyN
Curse3dgirls,Hiphop,Energized,spotify:track:6L35xIDbs7AI3acAFqbb09
Figaro,Hiphop,Energized,spotify:track:43M5EZXbN0RhqEyZRoswyI
That's O.K.,Hiphop,Calm,spotify:track:6cd3jB1kIDowUwsApyXrd1
These Words Are Everything,Hiphop,Calm,spotify:track:3qGjwSndrhD7hWMTPjfsqT
Green Light,Hiphop,Energized,spotify:track:2IXMJZqrbu7uSyAmE2Hxv2
Hills,Hiphop,Calm,spotify:track:2sE3JhvJLG3Rx6jQU0m4Jh
Grandma Hips,Hiphop,Energized,spotify:track:4ESiKhFCTWdK7xRVy7l8yN
Bangladesh,Hiphop,Calm,spotify:track:4UJ8bdbAw3qdETpt68BUN8
Dark Comedy Late Show,Hiphop,Happy,spotify:track:77wywwkLtE5mlrHMrlfSAP
Om,Hiphop,Energized,spotify:track:4ytQeKjRHkcBuiJC2GMbe3
Wasted (feat. Lil Uzi Vert),Hiphop,Energized,spotify:track:3VFZTYhwAsxTDTiHlm3n1k
Used To,Hiphop,Happy,spotify:track:0aFFcpD0ecGbE0RzllC6qK
BEN CARSON,Hiphop,Calm,spotify:track:253490LtmZhYGUQy05eCNV
That's That,Hiphop,Energized,spotify:track:2EieK2FUAxikMgLoTSZu51
Re:Definition,Hiphop,Happy,spotify:track:5ED4wu4LKC0iNR28iMtAyv
Business,Hiphop,Energized,spotify:track:0x60P5taxdI5pcGbqbap6S
Meat Grinder,Hiphop,Energized,spotify:track:60PZUWKsJC52uXaPlPcEVf
Vomitspit,Hiphop,Energized,spotify:track:07nA7gafu75RjIkAUxtjjr
Sofa King (feat. MF DOOM),Hiphop,Energized,spotify:track:0UmdkPmDWIqzGHnTX1Mogg
All Caps,Hiphop,Happy,spotify:track:1Y2ExJJ9Dmb9po8K0ybSj3
?,Hiphop,Calm,spotify:track:5e5hRYVA6SatSjvDiq9WXs
FlatBed Freestyle,Hiphop,Energized,spotify:track:5nayhWICkQGMTkisxVMbRw
Shoota (feat. Lil Uzi Vert),Hiphop,Energized,spotify:track:2BJSMvOGABRxokHKB0OI8i
Meditate (feat. J.I.D.),Hiphop,Energized,spotify:track:0Eqm7hD828cATBLUx2fJox
Childs Play,Hiphop,Calm,spotify:track:3NxAG2ni1lLa8RKL6a0INc
Do You Understand? (feat. Gunna & Tory Lanez),Hiphop,Energized,spotify:track:4Bly6nsiynuA2giYBIOuMz
Garden Shed (feat. Estelle),Hiphop,Calm,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd
It Ain't Hard to Tell,Hiphop,Energized,spotify:track:0ySCYRXVugL9xDBecGc0jr
Opps (with Yugen Blakrok),Hiphop,Energized,spotify:track:7bUcBztfGqO7cSI2gMZeCI
YOU'RE THE ONE,Hiphop,Calm,spotify:track:2b4SSorCTQ2VzmllaeWuuT
Bodiless,Hiphop,Calm,spotify:track:2kEGPuajSCA9xz1hE5CBvk
Champion (feat. Travis Scott),Hiphop,Happy,spotify:track:6nO3tr47nr2P7f3hXb8JIo
SUMO | ZUMO,Hiphop,Energized,spotify:track:7EHAXZenBzmGCpccWCyg8z
SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,Hiphop,Energized,spotify:track:3HXSQWIyz7CUEI96kUurwn
SWITCH IT UP | ZWITCH 1T UP,Hiphop,Happy,spotify:track:7oopoWQa0jicMSf9SFtxMK
MAD I GOT IT | MAD 1 GOT 1T,Hiphop,Energized,spotify:track:6xXYFVsFDGSLNzeE9zGCiL
SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],Hiphop,Energized,spotify:track:6b4A1mLzePAHGn3XCicLAe
PERCS | PERCZ,Hiphop,Energized,spotify:track:2NjeQLvFsfeKdZoA7dbfL1
BLACK METAL TERRORIST | 13 M T,Hiphop,Happy,spotify:track:5vm7y9SmcH0S1NOQanb8rQ
20 Years Later,Hiphop,Energized,spotify:track:259M6SeIw5xXpOCEwZcSmI
wokeuplikethis*,Hiphop,Energized,spotify:track:59J5nzL1KniFHnU120dQzt
LIFE,Hiphop,Energized,spotify:track:3au0pvHqcTtszysswan6AO
Street Punks,Hiphop,Calm,spotify:track:2TElexeJMX3OyXil4DWbVs
In the Hood - Remix Version w/ Rap,Hiphop,Calm,spotify:track:2RXjRQ4RadpQTecRfRHa13
Guillotines,Hiphop,Happy,spotify:track:20DtgRNgTH7SdwPL1tjEr1
Wild Irish Roses,Hiphop,Calm,spotify:track:6efkcs2aUBMFKxl0cl2JWQ
Headlines,Hiphop,Calm,spotify:track:6LxSe8YmdPxy095Ux6znaQ
Hurt Me,Hiphop,Calm,spotify:track:5XwDaNtMJZRpEEYdA7Qpl9
Answer,Hiphop,Happy,spotify:track:6rqj2zeKhLy3exkuFi6mSz
Sober,Hiphop,Energized,spotify:track:6olUplztLFFfU7fMYmFXOP
Fallen,Hiphop,Happy,spotify:track:2IDMCaW8K2nrFOoR5UANUo
Taking A Walk,Hiphop,Calm,spotify:track:4mHgYpuGHu99Mw69E83CP2
Wish - Trippie Mix,Hiphop,Energized,spotify:track:6IpvkngH89cA3hhPC84Leg
Missing My Idols,Hiphop,Energized,spotify:track:5HnxL39pSgVVQMLP7WnSfv
BANG!,Hiphop,Calm,spotify:track:1pF74yw15wXk12A1NPVWHD
Oomps Revenge,Hiphop,Energized,spotify:track:3GOZyiebYv432EnVy9XwzE
Fucking & Kissing (feat. Chris Brown),Hiphop,Calm,spotify:track:2WfY2W1dGfBa6oAFQyGrI5
Yellow Tape,Hiphop,Energized,spotify:track:4AKob6UC87vcDKj6ScSbR3
Purity (feat. Frank Ocean),Hiphop,Calm,spotify:track:2MF4HtZHBoUliOi9nOAbS0
Something New (feat. Ty Dolla $ign),Hiphop,Energized,spotify:track:6u8hSdYZxbK5EczDPRIXXf
Skateboard P (feat. Big Sean),Hiphop,Energized,spotify:track:07pJdL0L9XDGW0HBj0rIS2
Love Hurts (feat. Travis Scott),Hiphop,Energized,spotify:track:3K6U7TamNyVSWcFH8pCQHX
Extinction,Hiphop,Calm,spotify:track:3nF5bxOE63ZU6JiU4IJQB8
Deira City Centre,Hiphop,Happy,spotify:track:3PcrNUFsSYnkJJNE6roBKl
Under the Sun,Hiphop,Energized,spotify:track:3FpRoDRfpSJzv2oNuJ2zGj
Vibes and Stuff,Hiphop,Calm,spotify:track:4MdEYuoGhG2RTG3erOiu2H
"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",Hiphop,Energized,spotify:track:5VnpYqIzm02X9gOhVElQo3
Album of the Year - Freestyle,Hiphop,Energized,spotify:track:6rDaCGqcQB1urhpCrrD599
Wildin',Hiphop,Calm,spotify:track:4LGg2NY9eHp0jF3L1WbCNl
Mood Swings,Hiphop,Calm,spotify:track:2ARau1j5KbeUChk8mGjC8B
Waiting for You,Hiphop,Calm,spotify:track:6VnADht5DZuwR3aYX4Ufz2
TOGETHER,Hiphop,Calm,spotify:track:45WkcBtgPS8xulUwEg63X1
Beamer Boy,Hiphop,Energized,spotify:track:7hf89cT5FEmLV5E9fjrjG7
1998 TRUMAN,Hiphop,Energized,spotify:track:0ToC28lLiwEKyQdN4FXypS
Complicated,Hiphop,Energized,spotify:track:2mssuAa5xshIx2c06p1c2F
GHOST,Hiphop,Energized,spotify:track:0aWMostcnfyjuCEcO7sTz5
Culture Club,Hiphop,Calm,spotify:track:6tGdE2dFyuvSNIPvDUVb9h
Polaroid,Hiphop,Energized,spotify:track:3QfBmTlOUH3qQQQOKWKwhV
Disneyland,Hiphop,Happy,spotify:track:0ba17BZ7MUzbALFWTRfqgQ
SLOW DANCING IN THE DARK,Hiphop,Calm,spotify:track:0UyljEbX9dqI1K0sqdv6B6
Will He,Hiphop,Calm,spotify:track:4apZVURUvTrT9S51LBuXON
Smoke the Weed (feat. Collie Buddz),Hiphop,Energized,spotify:track:37xmYCdS1pNz8TRFoaKvrR
Shadowboxin',Hiphop,Energized,spotify:track:5wLbH0gCmtaczMZbFfafXY
I'm In It,Hiphop,Happy,spotify:track:52NmkyHsGsHGb1UX8fTkMg
Gazzillion Ear (feat. Thom Yorke) - Thom Yorke Remix,Hiphop,Calm,spotify:track:0LHSa409Iwg9VLIERuJoei
Afraid of Us,Hiphop,Calm,spotify:track:3NrZhjTpbvfA9ZgB7zLKfg
Deathisanillusion. (feat. Hideyourenvy),Hiphop,Calm,spotify:track:7qSeKI2DOKQCxcnqZE8HQp
BERLIN,Hiphop,Energized,spotify:track:7GxBuIJugWanLsYj0mDrFX
DISTRICT,Hiphop,Energized,spotify:track:7oYvZtOelvW0mDrcUZ3m67
TAPE,Hiphop,Happy,spotify:track:60srrpZaXm72T4i3ZAoT5w
HONEY,Hiphop,Energized,spotify:track:6cgFCTrw2kWwZm7SF7r6Po
VIVID,Hiphop,Happy,spotify:track:5DL2L5OuyZg1v2OWRAitFD
Peach Fuzz,Hiphop,Energized,spotify:track:0F58GE2TtHBim5o4ZTQUwK
CALLIGRAPHY,Hiphop,Calm,spotify:track:7LBdv0ek7Tj2s0bgxmlrC6
SMILE,Hiphop,Energized,spotify:track:06JYno5nqk64Jeg8q2qZKy
NEW ORLEANS,Hiphop,Happy,spotify:track:5kkxyqYSQrnHpfsmkjKi81
On God,Hiphop,Energized,spotify:track:31FTWirZ62b3JEzNQizLQi
Free,Hiphop,Energized,spotify:track:4Sv7Fo4bSpK0tM1WBspz4J
Potato Salad,Hiphop,Calm,spotify:track:1jzIJcHCXneHw7ojC6LXiF
Don't Cry (feat. XXXTENTACION),Hiphop,Calm,spotify:track:5BQrp63SHCVf4bzCzJePne
Let It Fly (feat. Travis Scott),Hiphop,Energized,spotify:track:0CBQ0m3mufWH75LTYB3s6h
Can't Be Broken,Hiphop,Happy,spotify:track:5cGpjfgAvidLy6znwkCxkP
SAN MARCOS,Hiphop,Calm,spotify:track:1Bn8jBSmtSQdvAFXU3ok1w
Diamonds,Hiphop,Calm,spotify:track:6vb8J3BY7cDSkfkReeEGFc
Gundam Wing,Hiphop,Energized,spotify:track:2t6EP9x94ShvfN8Ms4qFal
Reasonable Doubt,Hiphop,Calm,spotify:track:4S2BvJd89XgbDj9jWM1mOW
"If I'm Lyin, I'm Flyin",Hiphop,Energized,spotify:track:2uMTscYuCT3BZ0OCzH3MwN
Heavensent,Hiphop,Calm,spotify:track:6r2xFhwkWj9XBVMOWXyxJo
ProductOfDrugs (Prod. The Virus and Antidote),Hiphop,Happy,spotify:track:0VSXnJqQkwuH2ei1nOQ1nu
Broke,Hiphop,Energized,spotify:track:6N3QufyJeOAGIG4qN5A7LR
Chicago Diner,Hiphop,Calm,spotify:track:1rpQJ5vH0wjL8EtSA7ZITQ
Pretend,Hiphop,Calm,spotify:track:3UWRAbJtrBo0fxOnq7SjY2
Falling,Hiphop,Calm,spotify:track:4TnjEaWOeW0eKTKIEvJyCa
Wild,Hiphop,Happy,spotify:track:3EpHSpT2YH5maBzBJqtkcB
Ottolenghi,Hiphop,Calm,spotify:track:0KTvHwi5cDdZh86cpZztfu
Fine China,Hiphop,Energized,spotify:track:2NRGaA1GyCmTYfm2GRPkUe
U Said,Hiphop,Happy,spotify:track:3F42FHouOY59SnSsyD2TAX
Doin' Me,Hiphop,Calm,spotify:track:4CYnfGrtlzLkgcy1RmcrY3
93 'Til Infinity,Hiphop,Calm,spotify:track:0PV1TFUMTBrDETzW6KQulB
Honesty,Hiphop,Calm,spotify:track:5Bsyin9f7eK4aLH59jGwGy
The Choice Is Yours (Revisited),Hiphop,Energized,spotify:track:4k9EkhkFZY8Bk41Qi0Ob7P
Let's Stay Together,Hiphop,Calm,spotify:track:63xdwScd1Ai1GigAwQxE8y
Runnin',Hiphop,Energized,spotify:track:1i7tKveM6Wo3dG31c5OwAL
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Hiphop,Energized,spotify:track:6SI4JD7iyQ0rrudhCNtMv0
You Stressin',Hiphop,Energized,spotify:track:60NwuLLD9fpWZcDIfjv1NS
LAF,Hiphop,Calm,spotify:track:0j9KRkOwkh54cdhpgK8T6M
just got off work,Hiphop,Calm,spotify:track:4no77oQtOYEeAeLrTmaY9r
Curse,Hiphop,Calm,spotify:track:5BYCMWNQqz4nqErN1ReRGL
"The Basement (feat. Heavy D, Rob-O, Grap & Dida)",Hiphop,Energized,spotify:track:05WdvsIv2e0Zf2cZHhESrS
Loungin',Hiphop,Calm,spotify:track:1VzhfMEGIIkn5hFITMJzW1
Step To My Girl,Hiphop,Energized,spotify:track:2eNSieyqDoZMa3yOSagR4q
basement,Hiphop,Calm,spotify:track:0mQiC0S5at8tzO1wv2HEMB
Life is Beautiful,Hiphop,Energized,spotify:track:04cB1RXKfacmrsunSXTepQ
Runaway,Hiphop,Calm,spotify:track:1FBi1YWCAxlRmfuUbMINqO
Sex with My Ex,Hiphop,Happy,spotify:track:0H1Had94fszD13qsFsP1U5
Cry Alone,Hiphop,Happy,spotify:track:4kQazx3VMaDKUG1IIaC94i
Fingers,Hiphop,Happy,spotify:track:3GGkqI7lQTP1D6CtymwnHZ
Wicked,Hiphop,Energized,spotify:track:5iAyI5SlSs1hyWOQeBXvab
1400 / 999 Freestyle,Hiphop,Energized,spotify:track:75lcPkAkUsKWHGBlGM476R
Molasses (feat. RZA),Hiphop,Energized,spotify:track:7lhkOb0VNnTlshwifCEoSr
Off Deez (with J. Cole),Hiphop,Energized,spotify:track:7hmAf3bxD3xRGj9pShrLlT
Revenge,Hiphop,Calm,spotify:track:4UyWxPQAlAOsvooTKlt0mD
Verbal Intercourse (feat. Ghostface Killah & Nas),Hiphop,Energized,spotify:track:1kHPOtD1fo3kWOgcs0oisd
Fancy Clown,Hiphop,Calm,spotify:track:6WnYONkaYOchkMXUz0Eu0W
Sorcerers,Hiphop,Calm,spotify:track:4quXxJKfxEbFA4NiKDiZny
SOHO,Hiphop,Calm,spotify:track:0gf2y5doKjsYaZJJZif4vz
A Calabasas Freestyle,Hiphop,Energized,spotify:track:7ynAgAdnTA6gIpCHwQTjRK
Plastic,Hiphop,Energized,spotify:track:3wFnBRnYgpdoBQyXl3NxoH
Mercury: Retrograde,Hiphop,Energized,spotify:track:2Vc6NJ9PW9gD9q343XFRKx
I Wonder,Hiphop,Calm,spotify:track:6bXOlIfGIWh7Tyn4oyvLQW
November,Hiphop,Calm,spotify:track:4XDpeWqPADoWRKcUY3dC84
SICKO MODE,Hiphop,Energized,spotify:track:2xLMifQCjDGFmkHkpNLD9h
When You're Near,Hiphop,Energized,spotify:track:0DrFL4UAerLseMvbDvRU7l
Trust Me,Hiphop,Energized,spotify:track:41YrEBYeFM6fYf1ygakTlm
Nuketown (feat. Juice WRLD),Hiphop,Energized,spotify:track:74lnM5V6ecvoTPV0fvptx9
LA LA,Hiphop,Energized,spotify:track:2PCKWNZYcwyFKd4lVRWE8k
Yacht Club (feat. Juice WRLD),Hiphop,Calm,spotify:track:5R2rsbwCDXORX2tLfprRmM
Far Gone (feat. Lil Baby),Hiphop,Calm,spotify:track:6RiMRVxOiEYd4QSu1cxrls
That Jazz,Hiphop,Energized,spotify:track:5uOXJ6ohLn2V3FRxoFrkgs
difference (interlude),Hiphop,Calm,spotify:track:5JgtpvAwQettRcIIcLRAA4
Black Jeep,Hiphop,Calm,spotify:track:0UILvu6dBtLAlkUAIzHmmd
Reflection,Hiphop,Calm,spotify:track:3ND82YO0h3Q35zQks4OhY1
R.I.P,Hiphop,Energized,spotify:track:4vGMjtoUnkOsoRn1CjLdgj
151 Rum,Hiphop,Energized,spotify:track:3gZQk9T3uujQhqaNO7FZbZ
Acknowledge,Hiphop,Energized,spotify:track:23RJg00mFONjIqYML6mtsE
Let Yourself Go,Hiphop,Energized,spotify:track:0YvyR6uf4l3czTKaQiP7hV
Extortion (feat. Method Man),Hiphop,Energized,spotify:track:04EXj02fD1HNyxnINHrolZ
Sorcerer,Hiphop,Energized,spotify:track:2y2Vyk0YpAUrLMcfPrP5wN
Can I Watch? (feat. Apani B as Nikki),Hiphop,Calm,spotify:track:4i4P1ACAeWcyJTxQSd0prx
Bad Religion,Hiphop,Calm,spotify:track:6jy12gDerHRUSwiEhfs9C6
Two Tone Durag,Hiphop,Happy,spotify:track:6oVad5drpRMMgPkvvErVIW
Consecutive Normal Punches (feat. Buddy),Hiphop,Energized,spotify:track:64iGsv4HCPe1etCz0y3GvQ
Creepshow (feat. IDK & Chip tha Ripper),Hiphop,Energized,spotify:track:0iLfMB2S2ilazjeFH91NiT
Facade Records,Hiphop,Energized,spotify:track:3qZuUqkdZIIbG3CLFidV2c
Dear Diary,Hiphop,Calm,spotify:track:2u5gWhjqms0I2riefPN1k7
Murder On My Mind,Hiphop,Energized,spotify:track:7eBqSVxrzQZtK2mmgRG6lC
Killshot,Hiphop,Energized,spotify:track:1jo3TwNGCXfNdB5uba3ZVv
Notty Headed Nigguhz,Hiphop,Energized,spotify:track:5flr2BflisyTAvGxlfnP4C
Da Grind (Featuring Apocalypse),Hiphop,Energized,spotify:track:2ouC5Zp9p98n6kAsXarudl
Show & Prove,Hiphop,Energized,spotify:track:6fv8qrWMteFmNGzU6Jo0E4
Tearz,Hiphop,Calm,spotify:track:7y5zXpTN4J7K0PngQYa655
Lifesaver,Hiphop,Calm,spotify:track:6pvd8OBnYlV6FqskUOvWlx
I Wonder,Hiphop,Happy,spotify:track:4GP5iTBe9vFezR7ZCNGQ3N
Alkaline,Hiphop,Calm,spotify:track:0ror2i7yC3O4iqS1Fmvhtb
Ride,Hiphop,Calm,spotify:track:2Mm9FCqnjH9k6JfOvr3Hg7
You Feel Me,Hiphop,Calm,spotify:track:0Nklf6pyZFbkQZFX8fCkfC
Young Black Intelligent,Hiphop,Energized,spotify:track:74dSnisQPDjL5Sjd6MEjX6
Do For Love,Hiphop,Energized,spotify:track:4AE7Lj39VnSZNOmGH2iZaq
Figaro,Hiphop,Energized,spotify:track:3iKZJnZqHL42a2768OHNNZ
Old niggas,Hiphop,Calm,spotify:track:4UoB59D0giPmZaPlGQVYpw
Moonlight Shawty,Hiphop,Calm,spotify:track:0CvaOecRnYE1fyErhpXgbK
Wrong Side of da Tracks,Hiphop,Energized,spotify:track:0yf6ORR6kV4iEn6T78XKbZ
Cool Down - Feat. Raashan Ahmad,Hiphop,Calm,spotify:track:6vcSvl00zyDwgtdPxhX1OL
Drive In,Hiphop,Calm,spotify:track:26ACAjtqWSx8LDY6SSe0Zb
1nce Again (feat. Tammy Lucas) - Radio Version,Hiphop,Energized,spotify:track:2uWMj52ImAeeGQFJmVlU5H
Hellucination,Hiphop,Calm,spotify:track:5Pcrqu7vcT231wJhOV31al
When The Clock Ticks - Feat. J. Sands,Hiphop,Calm,spotify:track:45SaO3LHZfHZFZbVyAHOCG
To Live & Die In L.A.,Hiphop,Energized,spotify:track:2tfci50oCVGRWTcUjT8cUt
King To A God,Hiphop,Energized,spotify:track:4vtohpLhudwQh5q1ESJZ45
Fuck You,Hiphop,Energized,spotify:track:4FI0rdztOAYJZMupujL5Gp
Forgot About Dre,Hiphop,Energized,spotify:track:7iXF2W9vKmDoGAhlHdpyIa
Bang Bang,Hiphop,Energized,spotify:track:2sXaZphe2LlqAyZVKvHbU1
Wing Ridden Angel,Hiphop,Happy,spotify:track:15BhtSbMbwNzTUkzVTZ0VB
Skin,Hiphop,Calm,spotify:track:7k5oACgW2Uk2ygjL2VJR9L
Show Business,Hiphop,Calm,spotify:track:2wS1PObRyCywHdmog5eOWW
Verses from the Abstract,Hiphop,Calm,spotify:track:6zrsmzrMoxNkXEQLubCWtA
Let's Stay Together,Hiphop,Calm,spotify:track:3uJ8zHRASayItvcSRh8TIm
Son Of A Preacher Man,Hiphop,Calm,spotify:track:0scrtPmtlIVwwk9s4LXJ8n
Dream Eater,Hiphop,Calm,spotify:track:13KbVZat4zUlwWDrdM4F1R
Sleepless,Hiphop,Happy,spotify:track:7ImGFwpCuTLxsK9QvfMwcX
Brown Skin Lady,Hiphop,Calm,spotify:track:3Mz4AoWIedMfzCib1LYwMZ
HURDLES,Hiphop,Calm,spotify:track:0dTOlJT6ilV6w2J6WdwXKh
Monkey Suite,Hiphop,Energized,spotify:track:6l3Bcu6R6Nx3h25l87gV5c
Sweet Nothings,Hiphop,Calm,spotify:track:2SDwSIKuqIuKUMolXTlaoC
Drive In,Hiphop,Calm,spotify:track:6mBbycgdWgHMPNyJLCEoW6
Can't Reform Em,Hiphop,Calm,spotify:track:1ZYQ5epbKKQ6gj41oPxtxW
Om,Hiphop,Calm,spotify:track:1ZlUAAR5De4J5r4g8r8gvb
I Can Do No Wrong,Hiphop,Happy,spotify:track:7I633Kjfnn8TQLBvnffQ4q
Thought You Should Know,Hiphop,Calm,spotify:track:4ouQkak8DBTNd4pNSnjYap
Homesick,Hiphop,Calm,spotify:track:1P52hTSOxBb4SULJYDWrwg
Cold Hearted,Hiphop,Happy,spotify:track:3gXK6q2AmAU0fVMRYzLkKX
The Score,Hiphop,Calm,spotify:track:3hLQMwqFvezDC7dOFYOouJ
"No Woman, No Cry",Hiphop,Calm,spotify:track:4lq1vH5qGriNFf74osamRc
"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",Hiphop,Calm,spotify:track:0FMMLKHb74VB0H5u2fP6xo
Daydreamin' (feat. Jill Scott),Hiphop,Happy,spotify:track:50M2QjfSM82wkJ1d0iV4mh
I'm That Type Of Nigga,Hiphop,Energized,spotify:track:4YbCZSeX3QhpEyQE5KAtio
Ya Mama,Hiphop,Energized,spotify:track:3Idgk0phpc2oewAJzKgoU4
Bullshit,Hiphop,Energized,spotify:track:4fDEfe4dirmbuuYzq5CCKY
Y?,Hiphop,Energized,spotify:track:1dTBmjGoQg0zRznDnV8hpf
Moment In Time,Hiphop,Calm,spotify:track:0fECyHEYj2BpDBzjGlvlqJ
Kill You,Hiphop,Energized,spotify:track:5eGEc27nnhtmcOh6RC890a
Life is Beautiful,Hiphop,Energized,spotify:track:5rYpwP1dHWGVMrSZbTmt3e
Bad Meets Evil,Hiphop,Happy,spotify:track:7kQ0miyexmevMwUDqTomIN
Ready to Die - 2006 Remaster,Hiphop,Energized,spotify:track:3UQAKY0SUEonxneROvv4jy
Star Shopping,Hiphop,Calm,spotify:track:30bqVoKjX479ab90a8Pafp
She Wants My Money,Hiphop,Calm,spotify:track:2VMJkgrhqfOOYBlZif2nvX
Peach,Hiphop,Calm,spotify:track:5JRMqkR82k2fdDEAim9SCN
Crumble,Hiphop,Calm,spotify:track:3ls9lmPJ7xROR2VL5Kv1Gz
Baby Boy,Hiphop,Calm,spotify:track:5K7dEG6yDQ981HO7kFMVqm
Georgia,Hiphop,Calm,spotify:track:3XukKy28kqKFl52GiCUSFo
E. Coli (feat. Earl Sweatshirt),Hiphop,Calm,spotify:track:3GXSywNvYLAVUCtjMHkKDh
Location Remote,Hiphop,Calm,spotify:track:6Winqb2Zb4ijvkdiwd0bmb
Pink Matter,Hiphop,Calm,spotify:track:0C3W4yLCuyUxIEwkSpBO8H
Hail Razor,Hiphop,Energized,spotify:track:7H56MNLkwp7PRlAmhItJ9p
Killuminati,Hiphop,Energized,spotify:track:2PxwwqB4f9x72jbw6AgR1s
"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)",Hiphop,Energized,spotify:track:0xyR0utsJZGtHdcuBqTEVZ
Devil In A New Dress,Hiphop,Happy,spotify:track:1UGD3lW3tDmgZfAVDh6w7r
I Wonder,Hiphop,Calm,spotify:track:7rbECVPkY5UODxoOUVKZnA
Everything I Am,Hiphop,Calm,spotify:track:0NrtwAmRAdLxua31SzHvXr
romance361,Hiphop,Energized,spotify:track:14x8OgGL3b33yKJJSFcBnf
TONYA,Hiphop,Calm,spotify:track:0QV83q2vzzOM4uODVyXf7i
NEW MAGIC WAND,Hiphop,Energized,spotify:track:0fv2KH6hac06J86hBUTcSf
PUPPET,Hiphop,Happy,spotify:track:0wEC0GNF74lAqrEFZJMl1m
"GONE, GONE / THANK YOU",Hiphop,Calm,spotify:track:1hz7SRTGUNAtIQ46qiNv2p
ARE WE STILL FRIENDS?,Hiphop,Happy,spotify:track:5TxRUOsGeWeRl3xOML59Ai
My Favorite Ladies,Hiphop,Energized,spotify:track:4TqIFuI791XMQoWsMj3XFF
Da Supafriendz feat. DOOM,Hiphop,Energized,spotify:track:4z8d6dCB8DymstlnmUF3JC
Raid,Hiphop,Calm,spotify:track:1P3eYnB5KiF4S2qZ7iQnOP
Krazy World,Hiphop,Happy,spotify:track:6wqt7M2wbw2XWAtCqqAfmA
The Brightside,Hiphop,Energized,spotify:track:4DbnKBddcHUHbYpidc36AT
"Far Away (feat. Kirk Knight, Meechy Darko, Erick The Architect & Nyck Caution)",Hiphop,Energized,spotify:track:10nbIPV2SRLqEjIpvS8CVb
Snow (feat. Killstation),Hiphop,Calm,spotify:track:0oScPf6IKPdYWy4oMpCxap
